transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,product_name_master,category_master,price_master,email_masked,revenue
2301,533,Andrew Riggs,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-05-26,3,Cash,0.2,Andrew21@gmail.com,9408130577,successful,Refrigerator,Home Appliances,65000,9e727158aae95d09f4aeec7fe910dd73b98dc2386ef0b189e98ee397e1257480,156000.0
2302,323,Victoria Phillips,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-01-20,5,UPI,0.25,VictoriaPhillips@gmail.com,6126060994,successful,Microwave,Home Appliances,45000,efb886dfcda463d9db025884f2bf890bdc5a9dd08f82cde9dabbd1248637af70,168750.0
2303,42,Michael Swanson,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-08-14,2,Cash,0.4,MichaelSwanson@outlook.com,8981002466,successful,TV,Electronics,45000,2615f974566f2ecc01a92b6411128e01a981c9c884e0f7408bdac3eace0809b1,54000.0
2304,423,Mary Cooke,105,45000.0,Tv,Electronics,online,Hyderabad,2026-03-07,5,Cash,0.1,Mary9@gmail.com,7547238855,successful,TV,Electronics,45000,d531ac6a9036ee04fcbb105d21d0ef8c589c1a0f0cdd9a0a34b74e4bf7ea6416,202500.0
2305,379,Andres Stokes,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-12-23,5,UPI,0.25,AndresStokes@yahoo.com,8106400361,successful,Dining Table,Furniture,50000,59712e06dd3e791240c47f488e2c650aa5ddc83e591941a2ffb887bcf2b88c93,187500.0
2306,488,Kathy Henry,101,250000.0,Laptop,Electronics,online,Chennai,2025-11-25,5,NetBanking,0.2,KathyHenry@outlook.com,7370097501,successful,Laptop,Electronics,250000,2b629d6305d99485be4c6622a33404bfa1efc1b446c3b3b841544db2af4c0e7d,1000000.0
2307,100,Thomas Walker,102,70000.0,Phone,Electronics,online,Delhi,2025-04-24,4,Cash,0.1,ThomasWalker@yahoo.com,6417134824,successful,Phone,Electronics,70000,d00b3292df7fa2825d9d19980e8e31e35fb24759ce09f0c87030404e26a3faaf,252000.0
2308,975,Jacqueline Doyle,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-06-21,3,UPI,0.35,JacquelineDoyle@outlook.com,8114950490,successful,Mixer Grinder,Home Appliances,15000,afc12ad7c2b1d3b34e95b56e4b2cdf43e6f7a3cc2bb9f33f4493186fa4a36b13,29250.0
2308,975,Jacqueline Doyle,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-06-21,3,UPI,0.35,JacquelineDoyle@outlook.com,8114950490,failed,Mixer Grinder,Home Appliances,15000,afc12ad7c2b1d3b34e95b56e4b2cdf43e6f7a3cc2bb9f33f4493186fa4a36b13,29250.0
2309,990,Carmen Bradford,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-08-12,5,Card,0.2,CarmenBradford@gmail.com,7317814862,successful,Dining Table,Furniture,50000,ed679fd2d784793a06915589f5beb9ad46003875492eb5424b4337bc9483eab0,200000.0
2310,488,Kathy Henry,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-05-18,2,Cash,0.35,KathyHenry@outlook.com,7370097501,successful,Dining Table,Furniture,50000,2b629d6305d99485be4c6622a33404bfa1efc1b446c3b3b841544db2af4c0e7d,65000.0
2311,37,Joshua Nunez,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-06-01,2,Cash,0.1,JoshuaNunez@yahoo.com,8587718785,successful,Dining Table,Furniture,50000,72837615be7d1b08611790f3f3ff8f99b0a3cde6c646c7e7fc540a8e81120c3f,90000.0
2312,691,Clayton Miles,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-05-03,4,Card,0.4,ClaytonMiles@gmail.com,6887134137,successful,Refrigerator,Home Appliances,65000,5e8ba638d2fa9cba5d254b2244d8643b146061a6693e2dd45233ecd21e0b6121,156000.0
2313,116,Doris Banks,102,70000.0,Phone,Electronics,offline,Delhi,2025-12-25,4,Card,0.05,DorisBanks@yahoo.com,9354316106,successful,Phone,Electronics,70000,0ab053522f3e30c644abf74fd2cce89243b25a4fbe2daf1d08b62910de7a182e,266000.0
2313,116,Doris Banks,102,70000.0,Phone,Electronics,offline,Delhi,2025-12-25,4,Card,0.05,DorisBanks@yahoo.com,9354316106,failed,Phone,Electronics,70000,0ab053522f3e30c644abf74fd2cce89243b25a4fbe2daf1d08b62910de7a182e,266000.0
2314,144,Amber Boyd,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-12-26,5,NetBanking,0.35,Amber13@gmail.com,9100165581,successful,Dining Table,Furniture,50000,6453c152acffc8ba48ded2948ce3bd172798bbaa0272740e056f155459e3b8ef,162500.0
2315,235,Robyn Rodriguez,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-01-09,2,Card,0.15,RobynRodriguez@outlook.com,6057149697,successful,Shirt,Clothing,1300,b9cc8dcc66031e3331562caa85d5133f594c2c98e8851bfb6e69f30f88e78ec0,2210.0
2316,885,Alexander Jacobs,106,80000.0,Sofa,Furniture,online,Delhi,2025-12-31,1,Card,0.4,AlexanderJacobs@yahoo.com,6336336172,successful,Sofa,Furniture,80000,bbc943ea62c40ef117d693f96b313fee57d243b6d00e1a077561d5874fc496d9,48000.0
2317,227,Tracey Garcia,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-26,5,NetBanking,0.3,TraceyGarcia@gmail.com,8252066120,successful,Microwave,Home Appliances,45000,0886d39fbead9b166c433edfd15e49260490dbaee3d9d015851ef630af5c9c41,157500.0
2317,227,Tracey Garcia,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-26,5,NetBanking,0.3,TraceyGarcia@gmail.com,8252066120,failed,Microwave,Home Appliances,45000,0886d39fbead9b166c433edfd15e49260490dbaee3d9d015851ef630af5c9c41,157500.0
2318,807,Steven Li,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-11-14,3,NetBanking,0.2,StevenLi@outlook.com,6932032530,successful,Laptop,Electronics,250000,5b5169307df8d1d47a7cb18c97b70ed9777a7fbb19eaa99e70a799f8e78b9ccd,600000.0
2319,192,Nina Robinson,106,80000.0,Sofa,Furniture,online,Bangalore,2026-01-22,2,Card,0.1,Nina44@gmail.com,6234197116,successful,Sofa,Furniture,80000,222c27986390f5ea914ddd23b266a931ae771fbc400588afaa384cd7ec3d1302,144000.0
2319,192,Nina Robinson,106,80000.0,Sofa,Furniture,online,Bangalore,2026-01-22,2,Card,0.1,Nina44@gmail.com,6234197116,failed,Sofa,Furniture,80000,222c27986390f5ea914ddd23b266a931ae771fbc400588afaa384cd7ec3d1302,144000.0
2320,618,Alan Torres,103,1300.0,Shirt,Clothing,online,Chennai,2026-01-29,1,NetBanking,0.3,AlanTorres@yahoo.com,7353183305,successful,Shirt,Clothing,1300,3c4a253fedb370c969f1d7bb815eb1bd3e05ca768a5381eae01ce92957eca220,909.9999999999999
2321,824,Michael Vaughn,102,70000.0,Phone,Electronics,online,Chennai,2026-01-12,2,UPI,0.15,MichaelVaughn@outlook.com,8001278745,successful,Phone,Electronics,70000,84ca4a341dc37de6ff69d92bd30ccd43c2e33f17e505a6208b36bc69ab68fd7b,119000.0
2322,763,David Howard,104,8000.0,Shoes,Clothing,online,Delhi,2025-10-06,1,UPI,0.35,DavidHoward@gmail.com,8607553189,successful,Shoes,Clothing,8000,63243b95cc98e32e940dcf88ef6afda17654f3e50c9412fe53075bc596129b10,5200.0
2323,172,Daniel Smith,101,250000.0,Laptop,Electronics,online,Delhi,2025-04-22,4,Card,0.3,Daniel30@gmail.com,6589542879,successful,Laptop,Electronics,250000,8be5e4c05181899d6e1b5c95fa2dabffb0a76825f1a70537800d30c479445f0d,700000.0
2324,558,Bryan Phelps,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-12,3,UPI,0.2,BryanPhelps@gmail.com,8827603862,successful,Laptop,Electronics,250000,535ff4df6f44adeeb410da41f1c510a9fb62e0c5a02ef7e20b2b0bfc9bdf6363,600000.0
2325,560,Anthony Lawrence,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-08-19,1,NetBanking,0.2,AnthonyLawrence@gmail.com,7569957287,successful,Laptop,Electronics,250000,ab06975a3ca9f219c529cd26a6c4eed9001bd4b69e079c1ce58eef6523296acc,200000.0
2326,408,Hannah Russell,102,70000.0,Phone,Electronics,online,Hyderabad,2025-07-18,4,Card,0.1,HannahRussell@yahoo.com,9773223608,successful,Phone,Electronics,70000,8230562eba285745b6a0676f4f6fce1e6404ee6ce387bba4bced74069dad9b18,252000.0
2327,187,Timothy Salazar,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-19,1,Card,0.2,TimothySalazar@yahoo.com,9987961410,successful,Dining Table,Furniture,50000,1bc180c6af17a37f3f22db599b516ed11b9cf3e22d55a5448cd0da342ea8c1c2,40000.0
2328,150,Donald Bradley,105,45000.0,Tv,Electronics,offline,Mumbai,2025-10-16,5,Cash,0.4,Donald58@gmail.com,6372599420,successful,TV,Electronics,45000,b074363965b7c108071097f2f56509c52f7c62645b15bfe660391a7ab8d8692f,135000.0
2329,271,Jake Arnold,106,80000.0,Sofa,Furniture,online,Bangalore,2025-12-20,4,Cash,0.05,Jake57@gmail.com,9249102782,successful,Sofa,Furniture,80000,440b30dcd1e3701dbaed275e54f2a9a8fd7e003bc6917d4b182511a43bfdef9b,304000.0
2330,927,Bradley Sparks,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-11-21,1,Card,0.4,BradleySparks@gmail.com,8246590514,successful,Refrigerator,Home Appliances,65000,a024997c5651f4411537ebb806814534febcace615b62465d94f79bb8ebae92f,39000.0
2331,550,Raymond Martinez,107,50000.0,Dining Table,Furniture,online,Chennai,2025-06-21,5,Cash,0.35,Raymond11@gmail.com,7127699650,successful,Dining Table,Furniture,50000,e02061a735abe9b0b49ac07f0fb676491345a3d24a3687d096f48abc364e8b22,162500.0
2332,672,Austin Perez,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-02-06,5,UPI,0.3,Austin35@gmail.com,6030034218,successful,Mixer Grinder,Home Appliances,15000,b439538e82950d728515c34222fee5ad741082238512d612412a1abe1792d30f,52500.0
2333,948,Deborah Payne,102,70000.0,Phone,Electronics,offline,Mumbai,2025-04-24,4,Card,0.3,DeborahPayne@yahoo.com,6336002428,successful,Phone,Electronics,70000,2c30efcbcfb9511992fc794eccffe9e1ff60f6ebf6a259f128fa638977fef15a,196000.0
2334,340,Paul Smith,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-12-18,5,Card,0.15,PaulSmith@yahoo.com,7280629550,successful,Refrigerator,Home Appliances,65000,c40a366eb2fa03194e614944798867cf5c7244365c93833356fad520f7890a5f,276250.0
2335,348,James Nash,104,8000.0,Shoes,Clothing,online,Chennai,2025-08-21,4,Card,0.25,James62@gmail.com,7753726437,successful,Shoes,Clothing,8000,d267e2659aadead31909b31b81ead73645ac2e7a5910a96f039e54f76a297d74,24000.0
2336,428,Michelle Rogers,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-29,1,Cash,0.25,Michelle25@gmail.com,9287510299,successful,Dining Table,Furniture,50000,c8408b50105d8e82276f0fab5af0b23581040f8ab9feb2dbb3397f4de0f67e85,37500.0
2337,709,Mike Roberts,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-10-04,4,UPI,0.3,MikeRoberts@yahoo.com,7700185792,successful,Mixer Grinder,Home Appliances,15000,ef943fae8a173f5adfdc9ee0c56d587d99983a00c68174e51c8cd4fffe84aea2,42000.0
2338,103,Mathew Perkins,101,250000.0,Laptop,Electronics,online,Delhi,2026-01-20,2,UPI,0.25,MathewPerkins@outlook.com,8271218766,successful,Laptop,Electronics,250000,ecc6cd94b8ef58c5b2a7afe6816001e8f75deccfae255804cde85659d32e7621,375000.0
2339,100,Thomas Walker,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-04-16,4,NetBanking,0.4,ThomasWalker@yahoo.com,6417134824,successful,Refrigerator,Home Appliances,65000,d00b3292df7fa2825d9d19980e8e31e35fb24759ce09f0c87030404e26a3faaf,156000.0
2340,521,Christopher Colon,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-12-04,5,NetBanking,0.3,ChristopherColon@gmail.com,9064299928,successful,Microwave,Home Appliances,45000,47f5134e257892ae9e4a3a8c252e447950bfa6b0eef7124d92224c2893ef6b34,157500.0
2340,521,Christopher Colon,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-12-04,5,NetBanking,0.3,ChristopherColon@gmail.com,9064299928,failed,Microwave,Home Appliances,45000,47f5134e257892ae9e4a3a8c252e447950bfa6b0eef7124d92224c2893ef6b34,157500.0
2341,457,Cathy Harris,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-03-31,4,UPI,0.3,Cathy90@gmail.com,8396657576,successful,Shoes,Clothing,8000,50ae2f3087f040cb08fb469964bd35e3fda48e18b7f834d2fa7e982e7593b5ba,22400.0
2342,781,Connor Farrell,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-05-14,1,UPI,0.15,Connor17@gmail.com,9301023407,successful,Microwave,Home Appliances,45000,dcac40670925c8a746cfecda06268015ad21d111074a4e5cc82cd08b812b389a,38250.0
2343,441,Austin Bowman,104,8000.0,Shoes,Clothing,online,Bangalore,2025-01-11,2,UPI,0.05,AustinBowman@gmail.com,9503885527,successful,Shoes,Clothing,8000,1a71778c1e6eaccd60bbd80b7acdb265a733aadd42b7358c3b2b5f3b7059e155,15200.0
2344,495,John Cummings,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-13,3,Cash,0.3,JohnCummings@yahoo.com,8883507125,successful,Refrigerator,Home Appliances,65000,deff447adabc5e132c994d4648ccfe19ea87da1c2fb3bd0725013ed00b33f7e0,136500.0
2345,890,Holly Mckay,103,1300.0,Shirt,Clothing,offline,Chennai,2026-01-28,5,Cash,0.3,HollyMckay@yahoo.com,6608746494,successful,Shirt,Clothing,1300,526648252f3335cbd365bf59e4b2664571a2f96254ee0c1b1fa716c03e0c4715,4550.0
2346,533,Andrew Riggs,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-10-08,4,NetBanking,0.3,Andrew21@gmail.com,9408130577,successful,Mixer Grinder,Home Appliances,15000,9e727158aae95d09f4aeec7fe910dd73b98dc2386ef0b189e98ee397e1257480,42000.0
2347,297,Susan Hill,103,1300.0,Shirt,Clothing,offline,Delhi,2025-07-26,2,NetBanking,0.05,SusanHill@outlook.com,6962432263,successful,Shirt,Clothing,1300,701815f3bbdbd2a553c74af36a33b4b1c74170294d50c7b3a8312ce36ff56281,2470.0
2348,911,Kelly Le,103,1300.0,Shirt,Clothing,offline,Delhi,2026-01-20,5,Card,0.35,KellyLe@outlook.com,6813665769,successful,Shirt,Clothing,1300,cbffc93beafe626b9849d01039f0c856849d8832f104e0d4fce7b804e015318b,4225.0
2349,98,Cindy Mueller,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-02-22,3,UPI,0.3,CindyMueller@outlook.com,7228634089,successful,Microwave,Home Appliances,45000,c5b1aff6c934f059cc6989319cfcc7c8a11035361d742db8f1553c2244f063be,94500.0
2350,864,Cameron Black,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-05-10,1,Cash,0.05,CameronBlack@yahoo.com,9938169477,successful,Microwave,Home Appliances,45000,f842de5fc6e0b75b586d413b7f3d48e6dc07751f2385c2bd38e503377b43b861,42750.0
2351,135,Daniel Wallace,103,1300.0,Shirt,Clothing,online,Bangalore,2025-08-25,3,Card,0.15,DanielWallace@yahoo.com,8993443314,successful,Shirt,Clothing,1300,fd2c5408f08effc1df28bd48983da63517cbd20c4d01621870ea6478ca5737b1,3315.0
2351,135,Daniel Wallace,103,1300.0,Shirt,Clothing,online,Bangalore,2025-08-25,3,Card,0.15,DanielWallace@yahoo.com,8993443314,failed,Shirt,Clothing,1300,fd2c5408f08effc1df28bd48983da63517cbd20c4d01621870ea6478ca5737b1,3315.0
2352,160,Eric Richardson,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-08-09,4,Card,0.3,EricRichardson@gmail.com,9732629726,successful,Shoes,Clothing,8000,2b053d537a07f405851d86b836ff78105ab7e9b77d725c7ef4cb43bd97251e33,22400.0
2353,631,Colin Holt,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-25,5,Cash,0.25,Colin28@gmail.com,7857307740,successful,Shirt,Clothing,1300,8fdb8579aebc62c90fa61585dcb37dd26d4f5d436b6a570a379f4a47fd57e5ad,4875.0
2354,8,Francisco Suarez,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-08-31,2,NetBanking,0.2,FranciscoSuarez@gmail.com,9716873830,successful,Shoes,Clothing,8000,41d402a727f92daeaed76794afbeb1c9d034edc57513ebfbb7290ca1ad6a9b90,12800.0
2355,238,Zachary Hooper,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-05-05,3,Card,0.25,ZacharyHooper@gmail.com,7936610012,successful,Shirt,Clothing,1300,eb7cfa9601bbfd2d11f446f87f8e38bf8f5604f313f14d831fdf37e3f0d6baff,2925.0
2356,432,Charles Nelson,102,70000.0,Phone,Electronics,offline,Mumbai,2026-09-03,1,Card,0.3,CharlesNelson@yahoo.com,9047961774,successful,Phone,Electronics,70000,e55ed831ce8b88594eb595fd9e9bd007e6474a3a0ab7014d7af1429b51efe250,49000.0
2357,813,John Harris,102,70000.0,Phone,Electronics,offline,Chennai,2025-08-18,3,Card,0.2,JohnHarris@gmail.com,9597553148,successful,Phone,Electronics,70000,85b4b64e4940d5ae6ba4a1ab532019cd08dda9c1523d098c9b344d92aef0e635,168000.0
2358,657,Carly Lucas,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-10-09,3,Card,0.2,CarlyLucas@yahoo.com,7429202685,successful,Microwave,Home Appliances,45000,dfccda2f1e1a5633fcd150227478cec2e449c8c0772e458d0db44fdda9a2df82,108000.0
2359,329,William Jackson,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-01-28,3,Card,0.3,WilliamJackson@outlook.com,7805292206,successful,Mixer Grinder,Home Appliances,15000,78cc409bdff749c72d9bbd07f9666f5a137d6ddbb147d54a176f48ca2dcc9f01,31499.999999999996
2360,661,Jennifer Cooper,102,70000.0,Phone,Electronics,online,Chennai,2025-07-28,3,Cash,0.2,JenniferCooper@outlook.com,8051514609,successful,Phone,Electronics,70000,c111f9ef0623808dc5ecc7fb44bdbdd94d5df536ebf836aef7112acbf1690e95,168000.0
2361,811,Mike Matthews,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-08-30,2,UPI,0.35,Mike25@gmail.com,9818322802,successful,Shirt,Clothing,1300,6909a68143ef6c686e466872f12e78ceb0fe82248fec54da654230b99ed5d8dd,1690.0
2362,502,Amy Stewart,103,1300.0,Shirt,Clothing,offline,Delhi,2025-08-14,3,Cash,0.05,AmyStewart@gmail.com,9928097862,successful,Shirt,Clothing,1300,608bc2105cc974c248c31e6282166ec8bc104e333d9056a6fc7685fa64c1d573,3705.0
2363,586,Michael Mason,105,45000.0,Tv,Electronics,offline,Delhi,2026-01-15,2,NetBanking,0.2,MichaelMason@outlook.com,7068178672,successful,TV,Electronics,45000,6800c67372141360b00ba423cffb9efcc1d3cb5810cff170c76779dfa505ebdc,72000.0
2364,167,Madison Gentry,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-07-14,4,Cash,0.2,MadisonGentry@yahoo.com,6300464928,successful,Refrigerator,Home Appliances,65000,e05d7af087971ecaebb9fb22e1f24e92062c0c9962dbe46e15fd049d2306d3f9,208000.0
2365,477,Willie Mata,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-07-24,4,Cash,0.2,WillieMata@outlook.com,8602810729,successful,Laptop,Electronics,250000,8ff397333391a367d4fbe747f1e89cff836b48c9f224c7cc7135b1a70ec86e27,800000.0
2366,894,Felicia Rollins,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2026-02-02,4,NetBanking,0.2,FeliciaRollins@yahoo.com,8831488195,successful,Microwave,Home Appliances,45000,13b0c3feff2803c928fde6571142f93639e898bdcc5bd619f23dd8e87ff385f2,144000.0
2367,347,David Medina,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-11-03,4,NetBanking,0.2,DavidMedina@outlook.com,9190354389,successful,Microwave,Home Appliances,45000,00afbdcf1bff6bb94e8e47324960f4d059af30f94ea942381a924aa347ad4473,144000.0
2368,576,Angela Weiss,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-11,4,NetBanking,0.15,AngelaWeiss@yahoo.com,6433163539,successful,Mixer Grinder,Home Appliances,15000,25a9d1c837f4bf2812bcc3ed8ebb759fe08eeb63c6e02247ad8cc10d86874f62,51000.0
2369,424,Tiffany Williams,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-08-22,3,Cash,0.35,Tiffany91@gmail.com,8805972793,successful,Microwave,Home Appliances,45000,f3c01bc8185b5e1bd0a043ef75f41eb66235d78f174527a8fa02645652b44a3b,87750.0
2370,886,Ashley Gamble,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-24,1,NetBanking,0.1,AshleyGamble@gmail.com,7217933316,successful,Mixer Grinder,Home Appliances,15000,90027d531b8207d03addea3f900c3413cc99111e0319e4104a5156cd7d6954e3,13500.0
2371,854,Dennis Dorsey,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-08-29,3,Cash,0.35,DennisDorsey@yahoo.com,7070302116,successful,Shirt,Clothing,1300,e42e15768da2a9b674df11f18e1069faa449917d02434623fb3c5a8342dca42e,2535.0
2372,446,Scott Smith,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-10-31,5,NetBanking,0.3,Scott26@gmail.com,8592390183,successful,Dining Table,Furniture,50000,3558a2d03af1033804171272a1bbb434ed4df73b541c7218fa64b319d015e194,175000.0
2373,549,Jacob Hopkins,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-04-05,4,Card,0.3,Jacob69@gmail.com,6812496590,successful,Microwave,Home Appliances,45000,7063f8908f5430c614b4d278c94bbe3d2d5820c7f59061f5ed8efbad6d201878,125999.99999999999
2374,657,Carly Lucas,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-11-23,1,Card,0.4,CarlyLucas@yahoo.com,7429202685,successful,Mixer Grinder,Home Appliances,15000,dfccda2f1e1a5633fcd150227478cec2e449c8c0772e458d0db44fdda9a2df82,9000.0
2375,290,Megan Carter,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-01-24,1,Cash,0.25,MeganCarter@yahoo.com,6205851923,successful,Dining Table,Furniture,50000,06101d7c9b7617f52efd208f24f6530e561a65145d634953dec8dbccc7ef7868,37500.0
2375,290,Megan Carter,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-01-24,1,Cash,0.25,MeganCarter@yahoo.com,6205851923,failed,Dining Table,Furniture,50000,06101d7c9b7617f52efd208f24f6530e561a65145d634953dec8dbccc7ef7868,37500.0
2376,33,John Sullivan,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-06-17,2,Card,0.3,JohnSullivan@outlook.com,7339669763,successful,Laptop,Electronics,250000,f8b595062c0e854de043faeda8999e8c12f003c688b74165f0ebd8822e659f93,350000.0
2377,727,Rodney Simmons,102,70000.0,Phone,Electronics,offline,Bangalore,2025-08-07,2,Cash,0.4,RodneySimmons@outlook.com,7718353682,successful,Phone,Electronics,70000,fbddafd90e7b0ed1da5bcc2ab7e9885d58d8e901c29de468d881eb1d56f89ecd,84000.0
2377,727,Rodney Simmons,102,70000.0,Phone,Electronics,offline,Bangalore,2025-08-07,2,Cash,0.4,RodneySimmons@outlook.com,7718353682,failed,Phone,Electronics,70000,fbddafd90e7b0ed1da5bcc2ab7e9885d58d8e901c29de468d881eb1d56f89ecd,84000.0
2378,184,Katherine Jones,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-06-28,4,Card,0.4,KatherineJones@yahoo.com,8990091838,successful,Shoes,Clothing,8000,49b00a023f5a9f06c8e0308c8f0b9f2df4cec5e26f5f099d651947ee895121b6,19200.0
2379,748,Sabrina Hopkins,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-07,4,UPI,0.25,SabrinaHopkins@yahoo.com,7164714790,successful,TV,Electronics,45000,68289ddb5d3f8668d4d7b504b76fffefef99f8262157a9a475095dc72307dd72,135000.0
2380,74,David Alvarez,107,50000.0,Dining Table,Furniture,online,Delhi,2025-11-10,4,UPI,0.35,DavidAlvarez@yahoo.com,9554845242,successful,Dining Table,Furniture,50000,a7dc05459b67af97d4f94ddf8d45f8ab4f6029f9397aec3c8213e25c720e5bc8,130000.0
2381,72,Michael Wood,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-08-29,4,NetBanking,0.4,Michael77@gmail.com,8385570077,successful,Dining Table,Furniture,50000,b94c1522b70d47f00abc49ac947eed1c74f16aa53fce19ac34c0b7731b741fe0,120000.0
2382,624,Hannah Munoz,106,80000.0,Sofa,Furniture,online,Chennai,2025-06-09,3,NetBanking,0.35,HannahMunoz@yahoo.com,7662629338,successful,Sofa,Furniture,80000,01fd19cadb1d880dae2f50e92bed40d94ecd274b5b395886204014297312cac8,156000.0
2383,259,Kevin Ramirez,105,45000.0,Tv,Electronics,online,Hyderabad,2025-12-27,2,NetBanking,0.2,KevinRamirez@outlook.com,8654718185,successful,TV,Electronics,45000,f81e5f075377d81bf399e8869699aeceffd18d4373a9715392631db90139dee8,72000.0
2384,162,Kirsten Thomas,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-05-09,3,NetBanking,0.05,KirstenThomas@yahoo.com,9723010018,successful,Refrigerator,Home Appliances,65000,82367fb1435333bdf013aba7bcd0ca3d7867d7b7658c2af3469567664377a123,185250.0
2385,398,Michele Sanchez,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-08-06,5,Cash,0.4,MicheleSanchez@outlook.com,6047184961,successful,Refrigerator,Home Appliances,65000,1b78169f48b79a5f3f7953d174b339ed9a6e6ba25226725a53fcb0b4d143424b,195000.0
2386,903,Susan Nicholson,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-07-17,1,Card,0.4,SusanNicholson@yahoo.com,9633103859,successful,Mixer Grinder,Home Appliances,15000,253e3ce080f23c5d4bb5413d4d25bc17a81f37448785631b016a3c8f3b4d5638,9000.0
2387,476,Jill Bryant,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-08-11,2,Card,0.15,JillBryant@gmail.com,6887759421,successful,Refrigerator,Home Appliances,65000,6d0beadbc80d6105bb0a721dd945546353145455dc6ddaf5cb5707d8e31fafae,110500.0
2388,872,David Miller,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-02-15,2,NetBanking,0.05,DavidMiller@yahoo.com,8702050205,successful,Dining Table,Furniture,50000,b24be28a1b7a84e10c867e14eeca002c365fa00934c58a7025f78d211dca6443,95000.0
2388,872,David Miller,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-02-15,2,NetBanking,0.05,DavidMiller@yahoo.com,8702050205,failed,Dining Table,Furniture,50000,b24be28a1b7a84e10c867e14eeca002c365fa00934c58a7025f78d211dca6443,95000.0
2389,10,Tracy Olson,107,50000.0,Dining Table,Furniture,online,Delhi,2026-02-18,3,UPI,0.3,TracyOlson@yahoo.com,6972129098,successful,Dining Table,Furniture,50000,70b07ae0d2bf845affb83930306ba827cde6ea15788bb3e01eb77121d69d444b,105000.0
